แล้ว	lɛ́ːw
ประการที่สอง	pràʔ kaːn tʰîː sɔ̌ːŋ
อ่าง	ʔàːŋ
วิดีโอ	wíʔ diː ʔoː
รองรับ	rɔːŋ ráp
ความอัปยศ	kʰwaːm ʔàp jót
ตัวอ่อน	tuːa ʔɔ̀ːn
พ่อพันธุ์แม่พันธุ์	pʰɔ̂ː pʰan mɛ̂ː pʰan
ระยะไกล	ráʔ jáʔ klaj
ความกังวลใจ	kʰwaːm kaŋ won tɕaj
การโต้เถียง	kaːn tôː tʰǐːaŋ
ป้องกัน	pɔ̂ːŋ kan
นักแสดงตลก	nák sɛ̀ːt ŋót lók
รายชื่อจานเสียง	raːj tɕʰɯ̂ː tɕaːn sǐːaŋ
ประหยัด	pràʔ jàt
จมน้ำ	tɕom náːm
เหิน	hɤ̌ːn
การตั้งครรภ์	kaːn tâŋ kʰan
ปลดล็อค	plòt lɔ́k
ความคล้ายคลึงกัน	kʰwaːm kʰláːj kʰlɯŋ kan
บึกบึน	bɯ̀k bɯn
เกรฟฟรุ๊ต	krèːf frút
จำเป็นมาก	tɕam pen mâːk
โรคติดต่อ	rôːk tìt tɔ̀ː
ปอกเปลือก	pɔ̀ːk plɯ̀ːak
วิมุตติ	wíʔ mút tìʔ
ดูหมิ่น	duː mìn
ทุบ	tʰúp
การละทิ้ง	kaːn láʔ tʰíŋ
สายดิน	sǎːj din
สมบูรณ์แบบ	sǒm buːn bɛ̀ːp
น่ากลัว	nâː kluːa
ถูกลักพาตัว	tʰùːk lák pʰaː tuːa
เลือกปฏิบัติ	lɯ̂ːak pà tìʔ bàt
สลิง	sà liŋ
การก่อวินาศกรรม	kaːn kɔ̀ː wíʔ nâːt kam
การชักชวน	kaːn tɕʰák tɕʰuːan
อิโม	ʔìʔ moː
รางวัล	raːŋ wan
ฉลาดขึ้น	tɕʰà lâːt kʰɯ̂n
การโน้มน้าวใจ	kaːn nóːm náːw tɕaj
จำหน่าย	tɕam nàːj
ชาวนา	tɕʰaːw naː
เป็นที่โปรดปราน	pen tʰîː pròːt praːn
เรียบง่าย	rîːap ŋâːj
ความขัดแย้ง	kʰwaːm kʰàt jɛ́ːŋ
หลัง	lǎŋ
สาบาน	sǎː baːn
อพาร์ตเมนต์	ʔà pʰâːt meːn
เลวทราม	leːw saːm
ฉก	tɕʰòk
ฟอสโฟรีเลชั่น	fɔ̂ːt foː riː leː tɕʰân
ตัวอย่าง	tuːa jàːŋ
คูเป้	kʰuː pêʔ
ทำเทียม	tʰam tʰiːam
ส่วนผสม	sùːan pʰà sǒm
ลูกเกด	lûːk kèːt
จันทร์	tɕan
กรง	kroŋ
สมบัติ	sǒm bàt
ค่าเริ่มต้น	kʰâː rɤ̂ːm tôn
กลุ่มดาว	klùm daːw
กระโดด	kràʔ dòːt
โสเภณี	sǒː pʰeː niː
แพ	pʰɛː
แคบ	kʰɛ̂ːp
ฝัง	fǎŋ
เอื้อ	ʔɯ̂ːa
เครื่องดื่ม	kʰrɯ̂ːaŋ dɯ̀ːm
พรรค	pʰák
เสาร์	sǎw
โฮมสคูล	hoː mót kʰuːn
นายกรัฐมนตรี	naː jók rát tʰà mon triː
อาณาจักร	ʔaː naː tɕàk
อย่างสง่างาม	ʔà jâːŋ sà ŋâː ŋaːm
ยื่น	jɯ̂ːn
กลั่น	klàn
กำเนิด	kam nɤ̀ːt
อุปสรรค์	ʔùp sǎn
ไม้ประดับ	máːj pràʔ dàp
คำราม	kʰam raːm
แยก	jɛ̂ːk
รัด	rát
อลาสก้า	ʔà lâːt kâː
เพย์พาล	pʰeː pʰaːn
รถเข็น	rót kʰěn
เขตเลือกตั้ง	kʰèːt lɯ̂ːak tâŋ
ซื้อกิจการ	sɯ́ː kìt kaːn
ย้ำ	jáːm
เปอร์เซ็นต์ไทล์	pɤː sen tʰaj
ตามหลักฐาน	taːm làk tʰǎːn
หวาน	wǎːn
มีความเสี่ยงสูง	mîːk waːm sìːaŋ sǔːŋ
มีเหตุผล	miː hèːt pʰǒn
ผู้ท้าชิง	pʰûː tʰáː tɕʰiŋ
เผชิญหน้า	pʰà tɕʰɤːn nâː
พลั่ว	pʰlûːa
นัวร์	nuːa
กระหาย	kràʔ hǎːj
การหดตัว	kaːn hòt tuːa
ตรวจสอบ	trùːat sɔ̀ːp
ดำน้ำ	dam náːm
อพาร์ทเม้น	ʔà pʰâːt mén
หอก	hɔ̀ːk
กัปตัน	kàp tan
เทคโนโลยีชีวภาพ	tʰêːk noː loː jiː tɕʰiː wá pʰâːp
สะท้อน	sàʔ tʰɔ́ːn
สุ	sùʔ
อย่างดุเดือด	ʔà jâːŋ dùʔ dɯ̀ːat
แกะสลัก	kɛ̀ʔ sà làk
ที่สิบเอ็ด	tʰîː sìp ʔèt
มีคำอธิบายประกอบ	miː kʰam ʔà tʰíʔ baːj pràʔ kɔ̀ːp
หายวับไป	hǎːj wáp paj
คำพ้องความหมาย	kʰam pʰɔ́ːŋ kʰwaːm mǎːj
รุนแรงขึ้น	run rɛːŋ kʰɯ̂n
ทรงผม	soŋ pʰǒm
คล้องจอง	kʰlɔ́ːŋ tɕɔːŋ
นักศึกษาฝึกงาน	nák sɯ̀k sǎː fɯ̀k ŋaːn
เผด็จการ	pʰà dèt kaːn
เอ็นดู	ʔen duː
ท่อ	tʰɔ̂ː
พยายาม	pʰá jaː jaːm
รถจี๊ป	rót tɕíːp
ปลดปล่อย	plòt plɔ̀ːj
ราชประสงค์	râːt tɕʰá pràʔ sǒŋ
การทำให้สั้นลง	kaːn tʰam hâj sân loŋ
ไมเกรน	maj kreːn
ไอดอล	ʔaj dɔːn
เขียนด้วยลายมือ	kʰǐːan dûaj laːj mɯː
แยกส่วน	jɛ̂ːk sùːan
การทำงานเป็นทีม	kaːn tʰam ŋaːn pen tʰiːm
สะสม	sàʔ sǒm
การตรึง	kaːn trɯŋ
ไอ	ʔaj
ฉีก	tɕʰìːk
ชอร์ตสต็อป	tɕʰɔː tòt tɔ̀p
ดา	daː
ยังไม่ได้แต่งงาน	jaŋ mâj dâj tɛ̀ŋ ŋaːn
สติ	sà tìʔ
นวด	nûːat
บ็อบ	bɔ̀p
โคเชอร์	kʰoː tɕʰɤː
ปิดการใช้งาน	pìt kaːn tɕʰáj ŋaːn
อังกฤษ	ʔaŋ krìt
ยืม	jɯːm
ฟุ่มเฟือย	fûm fɯːaj
การพึ่งพา	kaːn pʰɯ̂ŋ pʰaː
สับ	sàp
การเกิดซ้ำ	kaːn kɤ̀ːt sáːm
แยบยล	jɛ̂ːp jon
ลาก	lâːk
หมุนวน	mǔn won
โมโน	moː noː
จัดเลี้ยง	tɕàt líːaŋ
ลาย	laːj
เร็กเก้	rék kêʔ
อ้าปากค้าง	ʔâː pàːk kʰáːŋ
กรรมพันธุ์	kam má pʰan
เข็มกลัด	kʰěm klàt
ไดโอด	daj ʔòːt
หมุนเวียน	mǔn wiːan
เที่ยวเตร่	tʰîːaw trèʔ
ออกกฎหมาย	ʔɔ̀ːk kòt mǎːj
ยิง	jiŋ
มหึมา	má hɯ̀ʔ maː
ถูกยึด	tʰùːk jɯ́t
โรค	rôːk
สุขาภิบาล	sùʔ kʰǎː pʰíʔ baːn
น่าละอาย	nâː láʔ ʔaːj
เวิร์กสเตชัน	wɤ̂ːk sà teː tɕʰan
เครียด	kʰrîːat
ค่าไถ่	kʰâː tʰàj
รู้สึก	rúː sɯ̀k
ช่ำชอง	tɕʰâm tɕʰɔːŋ
ถูกประณาม	tʰùːk pràʔ naːm
เกร็ดเล็กเกร็ดน้อย	krèt lék krèt nɔ́ːj
เกิน	kɤːn
ผู้แสวงบุญ	pʰûː sà wɛ̌ːŋ bun
แท่น	tʰɛ̂ːn
จางหายไป	tɕaːŋ hǎːj paj
ย้อนกลับ	jɔ́ːn klàp
ผู้ลงโฆษณา	pʰûː loŋ kʰôːt naː
ความก้าวหน้า	kʰwaːm kâːw nâː
ตำรวจ	tam rùːat
แข็ง	kʰɛ̌ŋ
บล็อกเกอร์	bà lɔ́k kɤː
พอสมควร	pʰɔː sǒm kʰuːan
เป็นที่นิยม	pen tʰîː níʔ jom
ขากรรไกร	kʰǎː kan kraj
จ่า	tɕàː
สิบเก้า	sìp kâːw
ชื่อ	tɕʰɯ̂ː
ปลอม	plɔːm
วัตต์	wát
เป็นที่ยอมรับ	pen tʰîː jɔːm ráp
สหาย	sà hǎːj
แถลงการณ์	tʰà lɛ̌ːŋ kaːn
การหยุด	kaːn jùt
หญ้า	jâː
อินเตอร์	ʔin tɤː
เส้นรอบวง	sên rɔ̂ːp woŋ
การระบาด	kaːn ráʔ bàːt
ไม่จริง	mâj tɕiŋ
คลั่งไคล้	kʰlâŋ kʰláj
เชิงอรรถ	tɕʰɤːŋ ʔàt tʰàʔ
เด้งแล้ว	dêŋ lɛ́ːw
สุกร	sùʔ kɔːn
ทดลอง	tʰót lɔːŋ
สีแดง	sǐː dɛːŋ
ขอบฟ้า	kʰɔ̀ːp fáː
ประมาท	pràʔ màːt
เคลือบ	kʰlɯ̂ːap
ริฟฟ์	ríf
วิธี	wíʔ tʰiː
เสื่อม	sɯ̀ːam
ทางภูมิศาสตร์	tʰaːŋ pʰuː míʔ sàːt
ฝาปิด	fǎː pìt
สถาปัตยกรรม	sà tʰǎː pàt tà já kam
เต๋	těʔ
ทางเข้า	tʰaːŋ kʰâw
พิณ	pʰin
ชา	tɕʰaː
หรูหรา	rǔː rǎː
นับถือ	náp tʰɯ̌ː
อารยธรรม	ʔaː rá já tʰam
ทุ่งหญ้า	tʰûŋ jâː
พ่อ	pʰɔ̂ː
การสกัด	kaːn sà kàt
ช้าลงหน่อย	tɕʰáː loŋ nɔ̀ːj
สม่ำเสมอ	sà màm sà mɤ̌ː
รัดกุม	rát kum
ยากจน	jâːk tɕon
ตำหนิ	tam nìʔ
อย่างเด่นชัด	ʔà jâːŋ dèn tɕʰát
เกร็ดเล็กเกร็ดน้อย	krèt lék krèt nɔ́ːj
ความขัดแย้ง	kʰwaːm kʰàt jɛ́ːŋ
งานบ้าน	ŋaːn bâːn
ขวาง	kʰwǎːŋ
การควบรวมกิจการ	kaːn kʰûːap ruːam kìt tɕà kaːn
การปลอบใจ	kaːn plɔ̀ːp tɕaj
บิสกิต	bìt kìt
สูงส่ง	sǔːŋ sòŋ
ซุ่มซ่าม	sûm sâːm
ที่พักผู้ป่วย	tʰîː pʰák pʰûː pùaj
ยาหม่อง	jaː mɔ̀ːŋ
น้องสะใภ้	nɔ́ːŋ sàʔ pʰáj
เส้นด้าย	sên dâːj
บังคับ	baŋ kʰáp
เศษหินหรืออิฐ	sèːt hǐn rɯ̌ː ʔìt
วิ	wíʔ
อำนาจสูงสุด	ʔam nâːt sǔːŋ sùt
น่าปวดหัว	nâː pùːat hǔːa
เจ็ดสิบ	tɕèt sìp
เสริมแรง	sěː rim rɛːŋ
เบ็ดเตล็ด	bèt tàʔ lèt
การช่วยเหลือ	kaːn tɕʰûaj lɯ̌ːa
ไม่เห็นด้วย	mâj hěn dûaj
สมมติฐาน	sǒm mút tìʔ tʰǎːn
แปลกประหลาด	plɛ̀ːk pràʔ làːt
ความยากลำบาก	kʰwaːm jâːk lam bàːk
นักการตลาด	nák kaːn tà làːt
ทวีต	tʰá wîːt
บานหน้าต่าง	baːn nâː tàːŋ
ประชาชน	pràʔ tɕʰaː tɕʰon
โทรม	soːm
ผู้ทดสอบ	pʰûːt dòt ʔòp
หัก	hàk
นึ่ง	nɯ̂ŋ
แอโรบิก	ʔɛː roː bìk
สคริปต์	sòk ríp
ปราดเปรื่อง	pràːt prɯ̀ːaŋ
เสี่ยง	sìːaŋ
โนเวลลา	noː weːn laː
เรียกคืน	rîːak kʰɯːn
ถูกลอบสังหาร	tʰùːk lɔ̂ːp sǎŋ hǎːn
ผ้าขี้ริ้ว	pʰâː kʰîː ríw
ข้อสันนิษฐาน	kʰɔ̂ː sǎn nít tʰǎːn
ความทุกข์ยาก	kʰwaːm tʰúk jâːk
มีน้ำใจ	miː nám tɕaj
ทำร้าย	tʰam ráːj
ตำแหน่ง	tam nɛ̀ŋ
ล่าช้า	lâː tɕʰáː
จัดสรร	tɕàt sǎn
วิชาเลือก	wíʔ tɕʰaː lɯ̂ːak
เฉพาะกิจ	tɕʰà pʰɔ́ʔ kìt
บีบ	bìːp
อย่างไม่เป็นธรรม	ʔà jâːŋ mâj pen tʰam
โอเปร่า	ʔoː pràw
เบ้าตา	bâw taː
ความรักชาติ	kʰwaːm rák tɕʰâːt
ขยับขยาย	kʰà jàp kʰà jǎːj
ระเบิดมือ	ráʔ bɤ̀ːt mɯː
การดื่มสุรา	kaːn dɯ̀ːm sùʔ raː
ซิกซี้	sík síː
นิ้ว	níw
ข้อยกเว้น	kʰɔ̂ː jók wén
กระจังหน้า	kràʔ tɕaŋ nâː
ผู้ชุมนุม	pʰûː tɕʰum num
สรุป	sà rùp
ลาก	lâːk
ธาตุ	tʰâːt
คอเมดี้	kʰɔː meː dîː
ทำความสะอาด	tʰam kʰwaːm sàʔ ʔàːt
มือสมัครเล่น	mɯː sà màk lên
การดูแล	kaːn duː lɛː
เซลล์ประสาท	seːn pràʔ sàːt
เพล็กซ์	pʰlék
ฉี่	tɕʰìː
นวล	nuːan
เที่ยงวัน	tʰîːaŋ wan
สัมพันธ์กัน	sǎm pʰan kan
ฟอง	fɔːŋ
พูดน้อย	pʰûːt nɔ́ːj
ถูกข่มเหง	tʰùːk kʰòm ŋěː
ระยะยาว	ráʔ jáʔ jaːw
ภาษี	pʰaː sǐː
การคลอดบุตร	kaːn kʰlɔ̂ːt bùt
สรุป	sà rùp
อยู่ที่ไหน	jùː tʰîː nǎj
ตามความต้องการ	taːm kʰwaːm tɔ̂ːŋ kaːn
ลานสเก็ต	laː nót kèt
ภาวะแทรกซ้อน	pʰaː wáʔ tʰɛː rók sɔ́ːn
ตะเกียกตะกาย	tàʔ kìːak tàʔ kaːj
เสริมสร้าง	sɤ̌ːm sâːŋ
บทสรุป	bòt sà rúp
ของที่ระลึก	kʰɔ̌ːŋ tʰîː ráʔ lɯ́k
ประกาศ	pràʔ kàːt
รอยโรค	rɔːj rôːk
หลากหลายวัฒนธรรม	làːk lǎːj wát nót rá rom
การป้องกัน	kaːn pɔ̂ːŋ kan
ไม่ใช่ครอบครัว	mâj tɕʰâj kʰrɔ̂ːp kʰruːa
ร๊อค	rɔ́ːk
โรงเบียร์	roːŋ biːa
นิทรรศการ	níʔ tʰát sà kaːn
ปุ๋ย	pǔj
ข้าราชการ	kʰâː râːt tɕʰá kaːn
ไฟหลัก	faj làk
การลอกเลียนแบบ	kaːn lɔ̂ːk liːan bɛ̀ːp
คำราม	kʰam raːm
ร่มรื่น	rôm rɯ̂ːn
เพื่อนร่วมชั้น	pʰɯ̂ːan rûːam tɕʰán
สวน	sǔːan
ปลาโลมา	plaː loː maː
เปิดใช้งาน	pɤ̀ːt tɕʰáj ŋaːn
ยุทธศาสตร์	jút tʰá sàːt
โทโพโลยี	tʰoː pʰoː loː jiː
ชี้แจง	tɕʰíː tɕɛːŋ
ชุดข้อมูล	tɕʰút kʰɔ̂ː muːn
พ่อพันธุ์แม่พันธุ์	pʰɔ̂ː pʰan mɛ̂ː pʰan
สีอ่อน	sǐː ʔɔ̀ːn
ผู้ตอบสนอง	pʰûːt ʔòp sǒn ʔoŋ
รอบคอบ	rɔ̂ːp kʰɔ̂ːp
หลงลืม	lǒŋ lɯːm
เชียร์	tɕʰiːa
ภาษี	pʰaː sǐː
ล่องลอย	lɔ̂ːŋ lɔːj
โยกย้าย	jôːk jáːj
ธารน้ำแข็ง	tʰaːn nám kʰɛ̌ŋ
ท็อปปิ้ง	tʰɔ́p pîŋ
รู	ruː
ทวีความรุนแรงขึ้น	tʰá wîːk waːm run rɛːŋ kʰɯ̂n
ตกแต่ง	tòk tɛ̀ŋ
ผู้ดูแล	pʰûː duː lɛː
มาร์กอัป	mâːk ʔàp
ทักทาย	tʰák tʰaːj
สะอื้น	sàʔ ʔɯ̂ːn
ผู้นำเสนอ	pʰûː nam sěː nɔː
โลหะผสม	loː hàʔ pʰà sǒm
บิตคอยน์	bìt kʰɔːj
งานเลี้ยงอาหารกลางวัน	ŋaːn líːaŋ ʔaː hǎːn klaːŋ wan
กระชับ	kràʔ tɕʰáp
แป้ง	pɛ̂ːŋ
ตรี	triː
มงกุฎ	moŋ kùt
การลงโทษ	kaːn loŋ tʰôːt
ฮ่าฮ่าฮ่า	hâː hâː hâː
ความสัมพันธ์	kʰwaːm sǎm pʰan
ทีออฟ	tʰiː ʔɔ̀ːf
เม็ด	mét
นอกฤดู	nɔ̂ːk ríʔ duː
นักศาสนศาสตร์	nák sǎː sǒn sàːt
ถอนตัว	tʰɔ̌ːn tuːa
หวย	hǔaj
อ้างว่า	ʔâːŋ wâː
การเยี่ยมชม	kaːn jîːam tɕʰom
สปายแวร์	sà paːj wɛː
ทะเลสาบ	tʰáʔ leː sàːp
นำกลับมาใช้ใหม่	nam klàp maː tɕʰáj màj
ไม่เต็มใจ	mâj tem tɕaj
หมิ่นประมาท	mìn pràʔ màːt
ผู้สืบทอด	pʰûː sɯ̀ːp tʰɔ̂ːt
หลักฐาน	làk tʰǎːn
ถูกตัด	tʰùːk tàt
การปรับแต่ง	kaːn pràp tɛ̀ŋ
เครื่องตัด	kʰrɯ̂ːaŋ tàt
สลัม	sà lam
วาง	waːŋ
แตกร้าว	tɛ̀ːk ráːw
ไม่มีอำนาจ	mâj miː ʔam nâːt
ความสามารถ	kʰwaːm sǎː mâːt
ดื้อรั้น	dɯ̂ː rán
เกจิ	keː tɕìʔ
การดูแล	kaːn duː lɛː
อ่านซ้ำ	ʔàːn sáːm
หน้ากาก	nâː kàːk
ขอบเขต	kʰɔ̀ːp kʰèːt
